dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1994-06-01,26.631,0.278,Pune,India,18.48N,74.37E
1994-07-01,24.367,0.29,Pune,India,18.48N,74.37E
1994-08-01,24.506,0.229,Pune,India,18.48N,74.37E
1994-09-01,24.589,0.451,Pune,India,18.48N,74.37E
1994-10-01,25.028,0.404,Pune,India,18.48N,74.37E
1994-11-01,22.797,0.498,Pune,India,18.48N,74.37E
1994-12-01,19.759,0.455,Pune,India,18.48N,74.37E
1995-01-01,19.324,0.317,Pune,India,18.48N,74.37E
1995-02-01,23.08,0.715,Pune,India,18.48N,74.37E
1995-03-01,26.09,0.447,Pune,India,18.48N,74.37E
1995-04-01,29.199,0.247,Pune,India,18.48N,74.37E
1995-05-01,30.017,0.311,Pune,India,18.48N,74.37E
1995-06-01,29.175,0.298,Pune,India,18.48N,74.37E
1995-07-01,25.563,0.271,Pune,India,18.48N,74.37E
1995-08-01,25.6,0.218,Pune,India,18.48N,74.37E
1995-09-01,25.43,0.211,Pune,India,18.48N,74.37E
1995-10-01,25.2,0.155,Pune,India,18.48N,74.37E
1995-11-01,22.811,0.464,Pune,India,18.48N,74.37E
1995-12-01,21.43,0.329,Pune,India,18.48N,74.37E
1996-01-01,21.851,0.543,Pune,India,18.48N,74.37E
1996-02-01,24.124,0.26,Pune,India,18.48N,74.37E
1996-03-01,27.898,0.237,Pune,India,18.48N,74.37E
1996-04-01,29.267,0.222,Pune,India,18.48N,74.37E
1996-05-01,30.609,0.413,Pune,India,18.48N,74.37E
1996-06-01,27.994,0.298,Pune,India,18.48N,74.37E
1996-07-01,25.351,0.267,Pune,India,18.48N,74.37E
1996-08-01,24.501,0.236,Pune,India,18.48N,74.37E
1996-09-01,25.051,0.17,Pune,India,18.48N,74.37E
1996-10-01,24.279,0.274,Pune,India,18.48N,74.37E
1996-11-01,22.343,0.446,Pune,India,18.48N,74.37E
1996-12-01,20.82,0.415,Pune,India,18.48N,74.37E
1997-01-01,20.083,0.337,Pune,India,18.48N,74.37E
1997-02-01,21.929,0.474,Pune,India,18.48N,74.37E
1997-03-01,26.902,0.578,Pune,India,18.48N,74.37E
1997-04-01,28.04,0.185,Pune,India,18.48N,74.37E
1997-05-01,29.937,0.384,Pune,India,18.48N,74.37E
1997-06-01,27.501,0.319,Pune,India,18.48N,74.37E
1997-07-01,25.715,0.27,Pune,India,18.48N,74.37E
1997-08-01,25.026,0.521,Pune,India,18.48N,74.37E
1997-09-01,25.552,0.529,Pune,India,18.48N,74.37E
1997-10-01,25.541,0.366,Pune,India,18.48N,74.37E
1997-11-01,24.589,0.509,Pune,India,18.48N,74.37E
1997-12-01,21.682,0.822,Pune,India,18.48N,74.37E
1998-01-01,21.639,0.264,Pune,India,18.48N,74.37E
1998-02-01,22.991,0.451,Pune,India,18.48N,74.37E
1998-03-01,26.49,0.288,Pune,India,18.48N,74.37E
1998-04-01,30.209,0.474,Pune,India,18.48N,74.37E
1998-05-01,31.61,0.348,Pune,India,18.48N,74.37E
1998-06-01,28.457,0.348,Pune,India,18.48N,74.37E
1998-07-01,25.848,0.187,Pune,India,18.48N,74.37E
1998-08-01,25.456,0.118,Pune,India,18.48N,74.37E
1998-09-01,25.353,0.238,Pune,India,18.48N,74.37E
1998-10-01,24.942,0.411,Pune,India,18.48N,74.37E
1998-11-01,23.245,0.356,Pune,India,18.48N,74.37E
1998-12-01,20.354,0.86,Pune,India,18.48N,74.37E
1999-01-01,20.072,0.361,Pune,India,18.48N,74.37E
1999-02-01,24.242,0.31,Pune,India,18.48N,74.37E
1999-03-01,27.222,0.256,Pune,India,18.48N,74.37E
1999-04-01,29.899,0.407,Pune,India,18.48N,74.37E
1999-05-01,29.508,0.205,Pune,India,18.48N,74.37E
1999-06-01,26.723,0.248,Pune,India,18.48N,74.37E
1999-07-01,25.302,0.335,Pune,India,18.48N,74.37E
1999-08-01,24.959,0.434,Pune,India,18.48N,74.37E
1999-09-01,25.122,0.228,Pune,India,18.48N,74.37E
1999-10-01,24.853,0.288,Pune,India,18.48N,74.37E
1999-11-01,22.851,0.42,Pune,India,18.48N,74.37E
1999-12-01,20.439,0.522,Pune,India,18.48N,74.37E
2000-01-01,21.62,0.324,Pune,India,18.48N,74.37E
2000-02-01,22.414,0.397,Pune,India,18.48N,74.37E
2000-03-01,25.775,0.423,Pune,India,18.48N,74.37E
2000-04-01,30.013,0.663,Pune,India,18.48N,74.37E
2000-05-01,29.434,0.28,Pune,India,18.48N,74.37E
2000-06-01,26.915,0.346,Pune,India,18.48N,74.37E
2000-07-01,24.93,0.371,Pune,India,18.48N,74.37E
2000-08-01,25.085,0.361,Pune,India,18.48N,74.37E
2000-09-01,25.663,0.218,Pune,India,18.48N,74.37E
2000-10-01,25.695,0.302,Pune,India,18.48N,74.37E
2000-11-01,23.338,0.462,Pune,India,18.48N,74.37E
2000-12-01,20.449,0.506,Pune,India,18.48N,74.37E
2001-01-01,21.392,0.584,Pune,India,18.48N,74.37E
2001-02-01,23.54,0.483,Pune,India,18.48N,74.37E
2001-03-01,26.301,0.362,Pune,India,18.48N,74.37E
2001-04-01,29.511,0.311,Pune,India,18.48N,74.37E
2001-05-01,30.365,0.247,Pune,India,18.48N,74.37E
2001-06-01,27.105,0.501,Pune,India,18.48N,74.37E
2001-07-01,25.145,0.497,Pune,India,18.48N,74.37E
2001-08-01,24.66,0.293,Pune,India,18.48N,74.37E
2001-09-01,25.836,0.269,Pune,India,18.48N,74.37E
2001-10-01,25.048,0.213,Pune,India,18.48N,74.37E
2001-11-01,23.567,0.561,Pune,India,18.48N,74.37E
2001-12-01,21.584,0.408,Pune,India,18.48N,74.37E
2002-01-01,20.415,0.557,Pune,India,18.48N,74.37E
2002-02-01,24.183,0.544,Pune,India,18.48N,74.37E
2002-03-01,27.204,0.265,Pune,India,18.48N,74.37E
2002-04-01,30.346,0.394,Pune,India,18.48N,74.37E
2002-05-01,30.952,0.329,Pune,India,18.48N,74.37E
2002-06-01,27.2,0.364,Pune,India,18.48N,74.37E
2002-07-01,25.964,0.364,Pune,India,18.48N,74.37E
2002-08-01,24.384,0.344,Pune,India,18.48N,74.37E
2002-09-01,25.501,0.397,Pune,India,18.48N,74.37E
2002-10-01,25.865,0.476,Pune,India,18.48N,74.37E
2002-11-01,23.284,0.301,Pune,India,18.48N,74.37E
2002-12-01,21.698,0.447,Pune,India,18.48N,74.37E
2003-01-01,22.083,0.347,Pune,India,18.48N,74.37E
2003-02-01,24.476,0.308,Pune,India,18.48N,74.37E
2003-03-01,27.294,0.304,Pune,India,18.48N,74.37E
2003-04-01,29.816,0.472,Pune,India,18.48N,74.37E
2003-05-01,31.03,0.371,Pune,India,18.48N,74.37E
2003-06-01,28.03,0.367,Pune,India,18.48N,74.37E
2003-07-01,25.477,0.366,Pune,India,18.48N,74.37E
2003-08-01,24.998,0.409,Pune,India,18.48N,74.37E
2003-09-01,25.156,0.458,Pune,India,18.48N,74.37E
2003-10-01,25.543,0.36,Pune,India,18.48N,74.37E
2003-11-01,24.05,0.263,Pune,India,18.48N,74.37E
2003-12-01,21.028,0.656,Pune,India,18.48N,74.37E
2004-01-01,21.071,0.9,Pune,India,18.48N,74.37E
2004-02-01,23.621,0.572,Pune,India,18.48N,74.37E
2004-03-01,28.128,0.353,Pune,India,18.48N,74.37E
2004-04-01,29.73,0.284,Pune,India,18.48N,74.37E
2004-05-01,29.902,0.311,Pune,India,18.48N,74.37E
2004-06-01,27.084,0.353,Pune,India,18.48N,74.37E
2004-07-01,25.341,0.237,Pune,India,18.48N,74.37E
2004-08-01,24.395,0.278,Pune,India,18.48N,74.37E
2004-09-01,25.27,0.354,Pune,India,18.48N,74.37E
2004-10-01,24.6,0.453,Pune,India,18.48N,74.37E
2004-11-01,23.667,0.28,Pune,India,18.48N,74.37E
2004-12-01,20.985,0.276,Pune,India,18.48N,74.37E
2005-01-01,21.059,0.466,Pune,India,18.48N,74.37E
2005-02-01,23.374,0.454,Pune,India,18.48N,74.37E
2005-03-01,26.701,0.271,Pune,India,18.48N,74.37E
2005-04-01,29.43,0.219,Pune,India,18.48N,74.37E
2005-05-01,30.583,0.238,Pune,India,18.48N,74.37E
2005-06-01,28.304,0.244,Pune,India,18.48N,74.37E
2005-07-01,25.232,0.223,Pune,India,18.48N,74.37E
2005-08-01,24.504,0.215,Pune,India,18.48N,74.37E
2005-09-01,24.857,0.254,Pune,India,18.48N,74.37E
2005-10-01,24.608,0.195,Pune,India,18.48N,74.37E
2005-11-01,22.01,0.398,Pune,India,18.48N,74.37E
2005-12-01,20.365,0.244,Pune,India,18.48N,74.37E
2006-01-01,21.117,0.373,Pune,India,18.48N,74.37E
2006-02-01,24.321,0.209,Pune,India,18.48N,74.37E
2006-03-01,26.355,0.348,Pune,India,18.48N,74.37E
2006-04-01,29.219,0.426,Pune,India,18.48N,74.37E
2006-05-01,30.375,0.491,Pune,India,18.48N,74.37E
2006-06-01,27.249,0.315,Pune,India,18.48N,74.37E
2006-07-01,24.926,0.325,Pune,India,18.48N,74.37E
2006-08-01,24.315,0.299,Pune,India,18.48N,74.37E
2006-09-01,25.421,0.273,Pune,India,18.48N,74.37E
2006-10-01,25.467,0.354,Pune,India,18.48N,74.37E
2006-11-01,23.622,0.199,Pune,India,18.48N,74.37E
2006-12-01,21.335,0.387,Pune,India,18.48N,74.37E
2007-01-01,21.741,0.255,Pune,India,18.48N,74.37E
2007-02-01,23.606,0.224,Pune,India,18.48N,74.37E
2007-03-01,27.231,0.236,Pune,India,18.48N,74.37E
2007-04-01,30.019,0.198,Pune,India,18.48N,74.37E
2007-05-01,30.738,0.211,Pune,India,18.48N,74.37E
2007-06-01,27.733,0.424,Pune,India,18.48N,74.37E
2007-07-01,25.585,0.294,Pune,India,18.48N,74.37E
2007-08-01,25.072,0.314,Pune,India,18.48N,74.37E
2007-09-01,25.302,0.256,Pune,India,18.48N,74.37E
2007-10-01,25.321,0.224,Pune,India,18.48N,74.37E
2007-11-01,23.013,0.235,Pune,India,18.48N,74.37E
2007-12-01,21.657,0.263,Pune,India,18.48N,74.37E
2008-01-01,20.705,0.374,Pune,India,18.48N,74.37E
2008-02-01,22.348,0.406,Pune,India,18.48N,74.37E
2008-03-01,27.007,0.531,Pune,India,18.48N,74.37E
2008-04-01,29.433,0.203,Pune,India,18.48N,74.37E
2008-05-01,30.314,0.179,Pune,India,18.48N,74.37E
2008-06-01,27.232,0.431,Pune,India,18.48N,74.37E
2008-07-01,25.523,0.501,Pune,India,18.48N,74.37E
2008-08-01,24.536,0.331,Pune,India,18.48N,74.37E
2008-09-01,24.865,0.27,Pune,India,18.48N,74.37E
2008-10-01,25.032,0.391,Pune,India,18.48N,74.37E
2008-11-01,23.699,0.423,Pune,India,18.48N,74.37E
2008-12-01,22.069,0.315,Pune,India,18.48N,74.37E
2009-01-01,22.047,0.24,Pune,India,18.48N,74.37E
2009-02-01,24.518,0.346,Pune,India,18.48N,74.37E
2009-03-01,27.601,0.298,Pune,India,18.48N,74.37E
2009-04-01,30.498,0.273,Pune,India,18.48N,74.37E
2009-05-01,30.639,0.15,Pune,India,18.48N,74.37E
2009-06-01,28.616,0.295,Pune,India,18.48N,74.37E
2009-07-01,25.157,0.29,Pune,India,18.48N,74.37E
2009-08-01,25.458,0.213,Pune,India,18.48N,74.37E
2009-09-01,25.936,0.239,Pune,India,18.48N,74.37E
2009-10-01,24.992,0.151,Pune,India,18.48N,74.37E
2009-11-01,23.369,0.297,Pune,India,18.48N,74.37E
2009-12-01,21.588,0.234,Pune,India,18.48N,74.37E
2010-01-01,21.5,0.271,Pune,India,18.48N,74.37E
2010-02-01,24.162,0.257,Pune,India,18.48N,74.37E
2010-03-01,27.96,0.451,Pune,India,18.48N,74.37E
2010-04-01,30.746,0.239,Pune,India,18.48N,74.37E
2010-05-01,31.7,0.258,Pune,India,18.48N,74.37E
2010-06-01,27.834,0.2,Pune,India,18.48N,74.37E
2010-07-01,25.144,0.282,Pune,India,18.48N,74.37E
2010-08-01,24.941,0.212,Pune,India,18.48N,74.37E
2010-09-01,25.182,0.393,Pune,India,18.48N,74.37E
2010-10-01,25.435,0.327,Pune,India,18.48N,74.37E
2010-11-01,24.295,0.475,Pune,India,18.48N,74.37E
2010-12-01,20.091,0.354,Pune,India,18.48N,74.37E
2011-01-01,20.286,0.226,Pune,India,18.48N,74.37E
2011-02-01,23.113,0.323,Pune,India,18.48N,74.37E
2011-03-01,27.035,0.54,Pune,India,18.48N,74.37E
2011-04-01,28.986,0.283,Pune,India,18.48N,74.37E
2011-05-01,30.319,0.235,Pune,India,18.48N,74.37E
2011-06-01,27.096,0.595,Pune,India,18.48N,74.37E
2011-07-01,24.965,0.26,Pune,India,18.48N,74.37E
2011-08-01,24.688,0.156,Pune,India,18.48N,74.37E
2011-09-01,25.092,0.243,Pune,India,18.48N,74.37E
2011-10-01,25.4,0.265,Pune,India,18.48N,74.37E
2011-11-01,23.595,0.309,Pune,India,18.48N,74.37E
2011-12-01,21.362,0.15,Pune,India,18.48N,74.37E
2012-01-01,20.298,0.347,Pune,India,18.48N,74.37E
2012-02-01,23.359,0.269,Pune,India,18.48N,74.37E
2012-03-01,26.224,0.507,Pune,India,18.48N,74.37E
2012-04-01,29.704,0.328,Pune,India,18.48N,74.37E
2012-05-01,30.279,0.271,Pune,India,18.48N,74.37E
2012-06-01,28.131,0.303,Pune,India,18.48N,74.37E
2012-07-01,25.671,0.415,Pune,India,18.48N,74.37E
2012-08-01,25.043,0.497,Pune,India,18.48N,74.37E
2012-09-01,25.208,0.373,Pune,India,18.48N,74.37E
2012-10-01,25.093,0.371,Pune,India,18.48N,74.37E
2012-11-01,22.805,0.431,Pune,India,18.48N,74.37E
2012-12-01,21.747,0.498,Pune,India,18.48N,74.37E
2013-01-01,21.109,0.943,Pune,India,18.48N,74.37E
2013-02-01,23.807,0.736,Pune,India,18.48N,74.37E
2013-03-01,26.849,0.276,Pune,India,18.48N,74.37E
2013-04-01,29.036,0.384,Pune,India,18.48N,74.37E
2013-05-01,31.024,0.4,Pune,India,18.48N,74.37E
2013-06-01,26.362,0.255,Pune,India,18.48N,74.37E
2013-07-01,24.15,0.169,Pune,India,18.48N,74.37E
2013-08-01,24.444,0.241,Pune,India,18.48N,74.37E
2013-09-01,,,Pune,India,18.48N,74.37E
1796-01-01,20.231,2.23,Surat,India,21.70N,73.56E
1796-02-01,22.584,1.638,Surat,India,21.70N,73.56E
1796-03-01,25.767,2.372,Surat,India,21.70N,73.56E
1796-04-01,30.238,1.753,Surat,India,21.70N,73.56E
1796-05-01,32.308,1.414,Surat,India,21.70N,73.56E
1796-06-01,30.905,3.044,Surat,India,21.70N,73.56E
1796-07-01,27.936,2.266,Surat,India,21.70N,73.56E
1796-08-01,27.525,2.888,Surat,India,21.70N,73.56E
1796-09-01,27.451,3.309,Surat,India,21.70N,73.56E
1796-10-01,26.538,1.593,Surat,India,21.70N,73.56E
1796-11-01,23.4,2.955,Surat,India,21.70N,73.56E
1796-12-01,18.725,3.803,Surat,India,21.70N,73.56E
1797-01-01,,,Surat,India,21.70N,73.56E
1797-02-01,,,Surat,India,21.70N,73.56E
1797-03-01,26.326,2.028,Surat,India,21.70N,73.56E
1797-04-01,29.5,2.76,Surat,India,21.70N,73.56E
1797-05-01,31.629,2.149,Surat,India,21.70N,73.56E
1797-06-01,31.512,2.072,Surat,India,21.70N,73.56E
1797-07-01,28.019,2.26,Surat,India,21.70N,73.56E
1797-08-01,27.669,2.095,Surat,India,21.70N,73.56E
1797-09-01,27.564,2.872,Surat,India,21.70N,73.56E
1797-10-01,26.175,2.11,Surat,India,21.70N,73.56E
1797-11-01,22.527,1.854,Surat,India,21.70N,73.56E
1797-12-01,20.349,2.577,Surat,India,21.70N,73.56E
1798-01-01,20.416,1.977,Surat,India,21.70N,73.56E
1798-02-01,22.91,1.91,Surat,India,21.70N,73.56E
1798-03-01,27.785,1.841,Surat,India,21.70N,73.56E
1798-04-01,,,Surat,India,21.70N,73.56E
1798-05-01,,,Surat,India,21.70N,73.56E
1798-06-01,30.999,2.062,Surat,India,21.70N,73.56E
1798-07-01,29.098,2.24,Surat,India,21.70N,73.56E
1798-08-01,27.972,3.966,Surat,India,21.70N,73.56E
1798-09-01,27.463,2.545,Surat,India,21.70N,73.56E
1798-10-01,26.397,2.215,Surat,India,21.70N,73.56E
1798-11-01,23.924,2.484,Surat,India,21.70N,73.56E
1798-12-01,19.97,2.031,Surat,India,21.70N,73.56E
1799-01-01,19.834,2.114,Surat,India,21.70N,73.56E
1799-02-01,21.361,2.379,Surat,India,21.70N,73.56E
1799-03-01,26.527,2.472,Surat,India,21.70N,73.56E
1799-04-01,31.005,3.058,Surat,India,21.70N,73.56E
1799-05-01,32.488,1.466,Surat,India,21.70N,73.56E
1799-06-01,31.497,2.429,Surat,India,21.70N,73.56E
1799-07-01,28.317,1.983,Surat,India,21.70N,73.56E
1799-08-01,27.633,1.269,Surat,India,21.70N,73.56E
1799-09-01,27.6,2.293,Surat,India,21.70N,73.56E
1799-10-01,27.102,1.927,Surat,India,21.70N,73.56E
1799-11-01,23.379,1.782,Surat,India,21.70N,73.56E
1799-12-01,20.147,1.617,Surat,India,21.70N,73.56E
1800-01-01,20.265,1.882,Surat,India,21.70N,73.56E
1800-02-01,23.173,3.426,Surat,India,21.70N,73.56E
1800-03-01,26.385,2.865,Surat,India,21.70N,73.56E
1800-04-01,31.463,1.761,Surat,India,21.70N,73.56E
1800-05-01,31.641,1.406,Surat,India,21.70N,73.56E
1800-06-01,30.897,1.524,Surat,India,21.70N,73.56E
1800-07-01,27.628,1.829,Surat,India,21.70N,73.56E
1800-08-01,27.027,2.094,Surat,India,21.70N,73.56E
1800-09-01,26.489,2.08,Surat,India,21.70N,73.56E
1800-10-01,26.823,2.261,Surat,India,21.70N,73.56E
1800-11-01,23.834,2.545,Surat,India,21.70N,73.56E
1800-12-01,20.801,1.717,Surat,India,21.70N,73.56E
1801-01-01,20.619,1.705,Surat,India,21.70N,73.56E
1801-02-01,22.259,1.466,Surat,India,21.70N,73.56E
1801-03-01,28.536,1.978,Surat,India,21.70N,73.56E
1801-04-01,,,Surat,India,21.70N,73.56E
1801-05-01,,,Surat,India,21.70N,73.56E
1801-06-01,30.286,1.919,Surat,India,21.70N,73.56E
1801-07-01,28.409,2.586,Surat,India,21.70N,73.56E
1801-08-01,27.025,1.754,Surat,India,21.70N,73.56E
1801-09-01,27.091,1.419,Surat,India,21.70N,73.56E
1801-10-01,26.505,1.662,Surat,India,21.70N,73.56E
1801-11-01,23.705,1.728,Surat,India,21.70N,73.56E
1801-12-01,21.527,3.135,Surat,India,21.70N,73.56E
1802-01-01,21.093,2.004,Surat,India,21.70N,73.56E
1802-02-01,23.123,1.771,Surat,India,21.70N,73.56E
1802-03-01,28.279,2.049,Surat,India,21.70N,73.56E
1802-04-01,30.818,2.008,Surat,India,21.70N,73.56E
1802-05-01,31.478,1.897,Surat,India,21.70N,73.56E
1802-06-01,32.032,1.692,Surat,India,21.70N,73.56E
1802-07-01,28.956,1.65,Surat,India,21.70N,73.56E
1802-08-01,27.539,1.48,Surat,India,21.70N,73.56E
1802-09-01,28.183,1.818,Surat,India,21.70N,73.56E
1802-10-01,27.069,2.995,Surat,India,21.70N,73.56E
1802-11-01,23.469,1.927,Surat,India,21.70N,73.56E
1802-12-01,20.042,1.878,Surat,India,21.70N,73.56E
1803-01-01,18.78,1.976,Surat,India,21.70N,73.56E
1803-02-01,21.655,2.745,Surat,India,21.70N,73.56E
1803-03-01,26.77,2.172,Surat,India,21.70N,73.56E
1803-04-01,31.274,1.744,Surat,India,21.70N,73.56E
1803-05-01,32.532,1.617,Surat,India,21.70N,73.56E
1803-06-01,31.278,1.493,Surat,India,21.70N,73.56E
1803-07-01,29.009,1.493,Surat,India,21.70N,73.56E
1803-08-01,28.749,1.751,Surat,India,21.70N,73.56E
1803-09-01,28.222,1.64,Surat,India,21.70N,73.56E
1803-10-01,26.822,2.461,Surat,India,21.70N,73.56E
1803-11-01,23.96,2.203,Surat,India,21.70N,73.56E
1803-12-01,20.161,2.461,Surat,India,21.70N,73.56E
1804-01-01,20.62,3.532,Surat,India,21.70N,73.56E
1804-02-01,22.491,1.901,Surat,India,21.70N,73.56E
1804-03-01,26.662,3.231,Surat,India,21.70N,73.56E
1804-04-01,32.139,1.768,Surat,India,21.70N,73.56E
1804-05-01,32.963,1.699,Surat,India,21.70N,73.56E
1804-06-01,31.583,1.544,Surat,India,21.70N,73.56E
1804-07-01,29.824,2.194,Surat,India,21.70N,73.56E
1804-08-01,27.747,1.643,Surat,India,21.70N,73.56E
1804-09-01,28.003,2.968,Surat,India,21.70N,73.56E
1804-10-01,26.666,1.85,Surat,India,21.70N,73.56E
1804-11-01,24.835,3.205,Surat,India,21.70N,73.56E
1804-12-01,19.824,3.293,Surat,India,21.70N,73.56E
1805-01-01,20.359,1.726,Surat,India,21.70N,73.56E
1805-02-01,22.424,2.255,Surat,India,21.70N,73.56E
1805-03-01,27.394,1.615,Surat,India,21.70N,73.56E
1805-04-01,30.042,2.007,Surat,India,21.70N,73.56E
1805-05-01,32.344,1.291,Surat,India,21.70N,73.56E
1805-06-01,31.592,2.323,Surat,India,21.70N,73.56E
1805-07-01,28.204,1.684,Surat,India,21.70N,73.56E
1805-08-01,28.177,1.214,Surat,India,21.70N,73.56E
1805-09-01,27.43,2,Surat,India,21.70N,73.56E
1805-10-01,25.33,2.048,Surat,India,21.70N,73.56E
1805-11-01,23.154,2.708,Surat,India,21.70N,73.56E
1805-12-01,21.332,1.469,Surat,India,21.70N,73.56E
1806-01-01,20.279,1.866,Surat,India,21.70N,73.56E
1806-02-01,22.413,2.411,Surat,India,21.70N,73.56E
1806-03-01,26.466,1.972,Surat,India,21.70N,73.56E
1806-04-01,30.366,2.728,Surat,India,21.70N,73.56E
1806-05-01,32.246,1.734,Surat,India,21.70N,73.56E
1806-06-01,29.691,1.791,Surat,India,21.70N,73.56E
1806-07-01,28.124,1.553,Surat,India,21.70N,73.56E
1806-08-01,27.849,1.671,Surat,India,21.70N,73.56E
1806-09-01,28.343,1.927,Surat,India,21.70N,73.56E
1806-10-01,26.253,1.496,Surat,India,21.70N,73.56E
1806-11-01,23.657,1.89,Surat,India,21.70N,73.56E
1806-12-01,20.911,2.056,Surat,India,21.70N,73.56E
1807-01-01,19.154,2.296,Surat,India,21.70N,73.56E
1807-02-01,22.201,2.971,Surat,India,21.70N,73.56E
1807-03-01,,,Surat,India,21.70N,73.56E
1807-04-01,,,Surat,India,21.70N,73.56E
1807-05-01,30.145,1.68,Surat,India,21.70N,73.56E
1807-06-01,31.172,1.549,Surat,India,21.70N,73.56E
1807-07-01,28.755,2.091,Surat,India,21.70N,73.56E
1807-08-01,27.405,1.842,Surat,India,21.70N,73.56E
1807-09-01,27.96,1.582,Surat,India,21.70N,73.56E
1807-10-01,26.093,1.424,Surat,India,21.70N,73.56E
1807-11-01,23.587,2.203,Surat,India,21.70N,73.56E
1807-12-01,21.551,1.695,Surat,India,21.70N,73.56E
1808-01-01,,,Surat,India,21.70N,73.56E
1808-02-01,,,Surat,India,21.70N,73.56E
1808-03-01,,,Surat,India,21.70N,73.56E
1808-04-01,,,Surat,India,21.70N,73.56E
1808-05-01,,,Surat,India,21.70N,73.56E
1808-06-01,,,Surat,India,21.70N,73.56E
1808-07-01,,,Surat,India,21.70N,73.56E
1808-08-01,,,Surat,India,21.70N,73.56E
1808-09-01,,,Surat,India,21.70N,73.56E
1808-10-01,,,Surat,India,21.70N,73.56E
1808-11-01,,,Surat,India,21.70N,73.56E
1808-12-01,,,Surat,India,21.70N,73.56E
1809-01-01,,,Surat,India,21.70N,73.56E
1809-02-01,,,Surat,India,21.70N,73.56E
1809-03-01,,,Surat,India,21.70N,73.56E
1809-04-01,,,Surat,India,21.70N,73.56E
1809-05-01,,,Surat,India,21.70N,73.56E
1809-06-01,,,Surat,India,21.70N,73.56E
1809-07-01,,,Surat,India,21.70N,73.56E
1809-08-01,,,Surat,India,21.70N,73.56E
1809-09-01,,,Surat,India,21.70N,73.56E
1809-10-01,,,Surat,India,21.70N,73.56E
1809-11-01,,,Surat,India,21.70N,73.56E
1809-12-01,,,Surat,India,21.70N,73.56E
1810-01-01,,,Surat,India,21.70N,73.56E
1810-02-01,,,Surat,India,21.70N,73.56E
1810-03-01,,,Surat,India,21.70N,73.56E
1810-04-01,,,Surat,India,21.70N,73.56E
1810-05-01,,,Surat,India,21.70N,73.56E
1810-06-01,,,Surat,India,21.70N,73.56E
1810-07-01,,,Surat,India,21.70N,73.56E
1810-08-01,,,Surat,India,21.70N,73.56E
1810-09-01,,,Surat,India,21.70N,73.56E
1810-10-01,,,Surat,India,21.70N,73.56E
1810-11-01,,,Surat,India,21.70N,73.56E
1810-12-01,,,Surat,India,21.70N,73.56E
1811-01-01,,,Surat,India,21.70N,73.56E
1811-02-01,,,Surat,India,21.70N,73.56E
1811-03-01,,,Surat,India,21.70N,73.56E
1811-04-01,,,Surat,India,21.70N,73.56E
1811-05-01,,,Surat,India,21.70N,73.56E
1811-06-01,,,Surat,India,21.70N,73.56E
1811-07-01,,,Surat,India,21.70N,73.56E
1811-08-01,,,Surat,India,21.70N,73.56E
1811-09-01,,,Surat,India,21.70N,73.56E
1811-10-01,,,Surat,India,21.70N,73.56E
1811-11-01,,,Surat,India,21.70N,73.56E
1811-12-01,,,Surat,India,21.70N,73.56E
1812-01-01,,,Surat,India,21.70N,73.56E
1812-02-01,,,Surat,India,21.70N,73.56E
1812-03-01,,,Surat,India,21.70N,73.56E
1812-04-01,,,Surat,India,21.70N,73.56E
1812-05-01,,,Surat,India,21.70N,73.56E
1812-06-01,,,Surat,India,21.70N,73.56E
1812-07-01,,,Surat,India,21.70N,73.56E
1812-08-01,,,Surat,India,21.70N,73.56E
1812-09-01,,,Surat,India,21.70N,73.56E
1812-10-01,,,Surat,India,21.70N,73.56E
1812-11-01,,,Surat,India,21.70N,73.56E
1812-12-01,,,Surat,India,21.70N,73.56E
1813-01-01,17.647,2.911,Surat,India,21.70N,73.56E
1813-02-01,21.934,1.592,Surat,India,21.70N,73.56E
1813-03-01,24.847,5.371,Surat,India,21.70N,73.56E
1813-04-01,30.902,1.549,Surat,India,21.70N,73.56E
1813-05-01,32.814,4.606,Surat,India,21.70N,73.56E
1813-06-01,29.973,2.331,Surat,India,21.70N,73.56E
1813-07-01,28.018,1.777,Surat,India,21.70N,73.56E
1813-08-01,26.266,1.25,Surat,India,21.70N,73.56E
1813-09-01,27.273,1.74,Surat,India,21.70N,73.56E
1813-10-01,25.702,1.484,Surat,India,21.70N,73.56E
1813-11-01,24.3,1.671,Surat,India,21.70N,73.56E
1813-12-01,19.065,1.785,Surat,India,21.70N,73.56E
1814-01-01,18.633,2.947,Surat,India,21.70N,73.56E
1814-02-01,21.989,1.481,Surat,India,21.70N,73.56E
1814-03-01,25.662,2.039,Surat,India,21.70N,73.56E
1814-04-01,29.528,1.59,Surat,India,21.70N,73.56E
1814-05-01,,,Surat,India,21.70N,73.56E
1814-06-01,30.563,1.81,Surat,India,21.70N,73.56E
1814-07-01,26.649,2.732,Surat,India,21.70N,73.56E
1814-08-01,26.282,1.52,Surat,India,21.70N,73.56E
1814-09-01,26.076,1.384,Surat,India,21.70N,73.56E
1814-10-01,25,3.204,Surat,India,21.70N,73.56E
1814-11-01,24.228,4.435,Surat,India,21.70N,73.56E
1814-12-01,21.834,4.827,Surat,India,21.70N,73.56E
1815-01-01,19.107,2.373,Surat,India,21.70N,73.56E
1815-02-01,22.547,4.553,Surat,India,21.70N,73.56E
1815-03-01,25.657,3.159,Surat,India,21.70N,73.56E
1815-04-01,30.323,2.874,Surat,India,21.70N,73.56E
